player_id,positive_drivers,negative_drivers
118850,height (+0.202); minutes per appearance (+0.121); 3-season average minutes (+0.066); goals/90 last season (+0.046); gap since last season (+0.025),age (-1.054); goal contributions per 90 (-0.202); league context (-0.159); 3-season average output (-0.056); league minutes (-0.054)
119037,height (+0.158); league minutes (+0.155); 3-season average minutes (+0.034); gap since last season (+0.028); 3-season average output (+0.021),age (-0.856); league context (-0.329); position: Defender (-0.079); minutes per appearance (-0.067); position: Midfield (-0.057)
119211,league minutes (+0.209); seasons of top-5 history (+0.135); minutes per appearance (+0.119); minutes last season (+0.088); club squad rotation (+0.084),age (-0.598); league context (-0.361); minutes consistency (-0.079); height (-0.061); disciplinary record (-0.021)
119277,seasons of top-5 history (+0.197); position: Midfield (+0.077); 3-season average output (+0.033); output consistency (+0.027); gap since last season (+0.025),age (-0.480); league context (-0.293); league minutes (-0.159); minutes per appearance (-0.131); goal contributions per 90 (-0.093)
119296,seasons of top-5 history (+0.222); league minutes (+0.070); position: Defender (+0.069); 3-season average output (+0.066); minutes last season (+0.051),age (-0.550); league context (-0.287); minutes per appearance (-0.104); goal contributions per 90 (-0.052); appearances (-0.048)
120095,seasons of top-5 history (+0.236); position: Midfield (+0.075); assists per 90 (+0.064); 3-season average minutes (+0.035); goals/90 last season (+0.021),age (-0.871); gap since last season (-0.399); league minutes (-0.230); club squad rotation (-0.172); minutes per appearance (-0.078)
120629,league context (+0.359); height (+0.243); seasons of top-5 history (+0.166); league minutes (+0.143); 3-season average minutes (+0.109),age (-0.776); goal contributions per 90 (-0.175); goals per 90 (-0.073); 3-season average output (-0.041); position: Midfield (-0.030)
121477,league context (+0.393); seasons of top-5 history (+0.333); 3-season average minutes (+0.104); minutes last season (+0.079); height (+0.056),age (-1.556); league minutes (-0.232); goal contributions per 90 (-0.158); minutes per appearance (-0.067); goals per 90 (-0.049)
121483,league minutes (+0.436); league context (+0.229); disciplinary record (+0.151); 3-season average minutes (+0.142); seasons of top-5 history (+0.120),age (-0.806); goal contributions per 90 (-0.140); goals per 90 (-0.040); 3-season average output (-0.035); minutes consistency (-0.034)
121985,seasons of top-5 history (+0.192); minutes last season (+0.099); position: Defender (+0.025); gap since last season (+0.024); league context (+0.016),age (-1.452); league minutes (-0.265); goal contributions per 90 (-0.170); minutes consistency (-0.076); 3-season average output (-0.064)
122840,league minutes (+0.121); assists/90 last season (+0.045); position: Defender (+0.030); gap since last season (+0.022); minutes consistency (+0.021),age (-1.438); goal contributions per 90 (-0.252); league context (-0.195); height (-0.107); 3-season average minutes (-0.052)
123551,league context (+0.414); league minutes (+0.210); position: Midfield (+0.076); minutes per appearance (+0.050); gap since last season (+0.028),age (-1.196); goal contributions per 90 (-0.238); club squad rotation (-0.087); height (-0.081); assists per 90 (-0.054)
124028,minutes last season (+0.084); 3-season average minutes (+0.051); position: Defender (+0.035); disciplinary record (+0.017); gap since last season (+0.016),age (-1.754); league context (-0.290); league minutes (-0.279); goal contributions per 90 (-0.158); height (-0.075)
124410,league minutes (+0.232); seasons of top-5 history (+0.214); minutes per appearance (+0.106); position: Midfield (+0.072); 3-season average minutes (+0.064),age (-0.482); league context (-0.220); goal contributions per 90 (-0.158); minutes consistency (-0.087); 3-season average output (-0.042)
124502,seasons of top-5 history (+0.209); league minutes (+0.159); height (+0.129); 3-season average minutes (+0.100); minutes per appearance (+0.053),age (-0.525); league context (-0.290); goal contributions per 90 (-0.108); position: Midfield (-0.046); minutes consistency (-0.037)
124555,seasons of top-5 history (+0.265); 3-season average minutes (+0.146); minutes last season (+0.086); disciplinary record (+0.078); 3-season average output (+0.069),age (-1.002); goal contributions per 90 (-0.208); league minutes (-0.188); club squad rotation (-0.138); league context (-0.079)
124884,league minutes (+0.204); height (+0.190); 3-season average minutes (+0.133); minutes last season (+0.091); minutes per appearance (+0.074),age (-1.348); league context (-0.289); goal contributions per 90 (-0.166); goals per 90 (-0.052); 3-season average output (-0.037)
125020,seasons of top-5 history (+0.342); 3-season average minutes (+0.126); minutes last season (+0.084); height (+0.054); position: Defender (+0.029),age (-1.676); gap since last season (-0.263); league minutes (-0.199); goal contributions per 90 (-0.136); minutes per appearance (-0.091)
125103,goal contributions per 90 (+0.486); contributions/90 last season (+0.177); 3-season average minutes (+0.141); league minutes (+0.132); 3-season average output (+0.112),age (-0.503); league context (-0.340); appearances (-0.061); position: Defender (-0.046); position: Midfield (-0.037)
125714,league minutes (+0.396); league context (+0.337); height (+0.203); minutes last season (+0.141); 3-season average minutes (+0.138),age (-0.729); goal contributions per 90 (-0.139); goals per 90 (-0.050); 3-season average output (-0.044); assists per 90 (-0.024)
125781,goal contributions per 90 (+0.334); 3-season average output (+0.202); league context (+0.170); league minutes (+0.120); contributions/90 last season (+0.119),age (-1.622); minutes per appearance (-0.109); position: Midfield (-0.044); position: Defender (-0.031); height (-0.027)
126414,goal contributions per 90 (+0.240); league context (+0.166); seasons of top-5 history (+0.131); position: Midfield (+0.127); 3-season average minutes (+0.120),age (-0.393); minutes per appearance (-0.090); height (-0.040); position: Defender (-0.016); change in assists/90 (-0.010)
126557,seasons of top-5 history (+0.320); club squad rotation (+0.126); 3-season average minutes (+0.097); league minutes (+0.070); minutes per appearance (+0.068),age (-0.966); goal contributions per 90 (-0.215); league context (-0.120); height (-0.104); goals per 90 (-0.075)
126664,league context (+0.425); seasons of top-5 history (+0.256); league minutes (+0.154); minutes last season (+0.075); 3-season average minutes (+0.042),age (-0.711); height (-0.145); goals per 90 (-0.061); minutes consistency (-0.038); position: Midfield (-0.034)
126665,league context (+0.293); seasons of top-5 history (+0.246); league minutes (+0.185); position: Midfield (+0.092); minutes per appearance (+0.060),age (-1.926); goal contributions per 90 (-0.171); goals per 90 (-0.047); height (-0.024); change in minutes (-0.018)
126719,seasons of top-5 history (+0.288); league context (+0.111); height (+0.097); position: Defender (+0.055); assists per 90 (+0.036),age (-0.785); league minutes (-0.419); gap since last season (-0.263); minutes per appearance (-0.136); 3-season average minutes (-0.064)
126737,3-season average output (+0.266); seasons of top-5 history (+0.263); league context (+0.082); output consistency (+0.065); height (+0.053),age (-0.593); league minutes (-0.329); gap since last season (-0.230); goal contributions per 90 (-0.142); minutes per appearance (-0.122)
126751,position: Midfield (+0.137); assists per 90 (+0.099); league context (+0.074); minutes last season (+0.069); 3-season average minutes (+0.045),age (-0.572); league minutes (-0.141); club squad rotation (-0.131); minutes per appearance (-0.070); 3-season average output (-0.051)
127108,league context (+0.244); league minutes (+0.230); seasons of top-5 history (+0.183); height (+0.159); 3-season average minutes (+0.150),age (-1.580); goal contributions per 90 (-0.083); 3-season average output (-0.030); position: Midfield (-0.028); disciplinary record (-0.027)
127181,seasons of top-5 history (+0.374); league minutes (+0.139); disciplinary record (+0.124); 3-season average minutes (+0.108); club squad rotation (+0.098),age (-1.328); goal contributions per 90 (-0.167); league context (-0.117); goals per 90 (-0.063); 3-season average output (-0.049)
127187,league context (+0.337); league minutes (+0.216); seasons of top-5 history (+0.177); position: Midfield (+0.100); minutes last season (+0.088),age (-0.850); height (-0.075); minutes consistency (-0.038); assists per 90 (-0.022); position: Defender (-0.019)
127189,seasons of top-5 history (+0.279); height (+0.051); disciplinary record (+0.046); position: Midfield (+0.044); gap since last season (+0.027),age (-0.760); league context (-0.202); goal contributions per 90 (-0.193); goals per 90 (-0.055); 3-season average minutes (-0.051)
127202,league minutes (+0.333); league context (+0.331); 3-season average minutes (+0.136); minutes last season (+0.133); height (+0.106),age (-1.127); goal contributions per 90 (-0.173); goals per 90 (-0.049); 3-season average output (-0.043); position: Midfield (-0.021)
127573,league minutes (+0.188); club squad rotation (+0.110); height (+0.101); position: Defender (+0.062); minutes per appearance (+0.053),age (-0.463); league context (-0.327); position: Midfield (-0.056); appearances (-0.037); change in contributions/90 (-0.028)
128223,3-season average output (+0.370); goal contributions per 90 (+0.341); contributions/90 last season (+0.239); seasons of top-5 history (+0.166); 3-season average minutes (+0.048),age (-0.715); league minutes (-0.209); club squad rotation (-0.124); minutes per appearance (-0.063); league context (-0.041)
128901,league context (+0.318); seasons of top-5 history (+0.169); 3-season average minutes (+0.169); minutes last season (+0.042); goals per 90 (+0.037),age (-0.949); gap since last season (-0.267); goal contributions per 90 (-0.244); league minutes (-0.106); minutes consistency (-0.102)
128969,seasons of top-5 history (+0.197); 3-season average minutes (+0.106); club squad rotation (+0.090); disciplinary record (+0.089); minutes per appearance (+0.068),age (-0.975); gap since last season (-0.317); goal contributions per 90 (-0.226); league minutes (-0.200); minutes consistency (-0.077)
129444,seasons of top-5 history (+0.409); league context (+0.142); league minutes (+0.109); minutes per appearance (+0.103); 3-season average output (+0.074),age (-1.834); goal contributions per 90 (-0.182); height (-0.052); assists per 90 (-0.032); position: Midfield (-0.017)
130164,league minutes (+0.343); league context (+0.335); seasons of top-5 history (+0.193); 3-season average minutes (+0.159); minutes last season (+0.139),age (-0.398); goal contributions per 90 (-0.194); goals per 90 (-0.062); disciplinary record (-0.054); height (-0.033)
131075,seasons of top-5 history (+0.278); height (+0.190); disciplinary record (+0.080); 3-season average minutes (+0.079); minutes last season (+0.064),age (-2.099); goal contributions per 90 (-0.167); goals per 90 (-0.054); league minutes (-0.053); assists per 90 (-0.024)
