player_id,positive_drivers,negative_drivers
420243,league context (+0.423); age (+0.416); league minutes (+0.189); club squad rotation (+0.079); minutes per appearance (+0.030),minutes last season (-0.135); goal contributions per 90 (-0.090); height (-0.059); 3-season average minutes (-0.055); position: Midfield (-0.042)
421637,league minutes (+0.218); position: Midfield (+0.097); age (+0.086); minutes per appearance (+0.056); goals/90 last season (+0.024),goal contributions per 90 (-0.261); league context (-0.099); height (-0.079); minutes last season (-0.076); 3-season average minutes (-0.062)
421873,age (+0.520); minutes last season (+0.206); minutes per appearance (+0.092); league minutes (+0.084); disciplinary record (+0.076),goal contributions per 90 (-0.219); club squad rotation (-0.096); goals per 90 (-0.092); 3-season average minutes (-0.068); league context (-0.058)
422466,league minutes (+0.203); minutes last season (+0.136); club squad rotation (+0.130); league context (+0.124); age (+0.112),goal contributions per 90 (-0.169); minutes consistency (-0.121); height (-0.088); assists per 90 (-0.050); seasons of top-5 history (-0.042)
423440,age (+0.297); league minutes (+0.289); 3-season average minutes (+0.278); seasons of top-5 history (+0.217); league context (+0.162),goal contributions per 90 (-0.144); height (-0.104); club squad rotation (-0.048); disciplinary record (-0.021); assists per 90 (-0.020)
423444,seasons of top-5 history (+0.298); 3-season average minutes (+0.279); age (+0.263); league minutes (+0.158); minutes last season (+0.152),goal contributions per 90 (-0.137); 3-season average output (-0.053); assists per 90 (-0.039); minutes per appearance (-0.036); contributions/90 last season (-0.027)
423744,age (+0.555); minutes last season (+0.204); 3-season average minutes (+0.164); position: Midfield (+0.116); league context (+0.106),league minutes (-0.248); goal contributions per 90 (-0.163); minutes per appearance (-0.096); goals per 90 (-0.039); 3-season average output (-0.029)
424042,3-season average minutes (+0.173); age (+0.135); league context (+0.104); club squad rotation (+0.102); seasons of top-5 history (+0.098),league minutes (-0.185); minutes per appearance (-0.131); goals per 90 (-0.070); height (-0.064); goal contributions per 90 (-0.056)
424072,goal contributions per 90 (+0.287); seasons of top-5 history (+0.215); assists per 90 (+0.115); 3-season average output (+0.048); club squad rotation (+0.046),league context (-0.241); minutes per appearance (-0.144); league minutes (-0.109); 3-season average minutes (-0.078); position: Defender (-0.068)
424204,age (+0.488); seasons of top-5 history (+0.291); 3-season average minutes (+0.156); minutes last season (+0.130); minutes per appearance (+0.071),league minutes (-0.120); league context (-0.084); goal contributions per 90 (-0.064); height (-0.043); position: Midfield (-0.014)
425334,league context (+0.385); 3-season average minutes (+0.191); age (+0.171); seasons of top-5 history (+0.158); league minutes (+0.128),goal contributions per 90 (-0.208); minutes consistency (-0.106); assists per 90 (-0.040); position: Midfield (-0.037); height (-0.023)
425902,league context (+0.399); position: Midfield (+0.162); club squad rotation (+0.143); height (+0.122); minutes last season (+0.095),minutes per appearance (-0.177); disciplinary record (-0.110); goal contributions per 90 (-0.076); assists per 90 (-0.040); seasons of top-5 history (-0.039)
425918,league context (+0.444); age (+0.361); seasons of top-5 history (+0.108); height (+0.096); club squad rotation (+0.089),league minutes (-0.318); goal contributions per 90 (-0.160); minutes last season (-0.100); minutes per appearance (-0.044); 3-season average minutes (-0.039)
427568,league context (+0.412); age (+0.264); league minutes (+0.227); 3-season average minutes (+0.214); seasons of top-5 history (+0.172),gap since last season (-0.269); goal contributions per 90 (-0.192); club squad rotation (-0.142); goals per 90 (-0.141); 3-season average output (-0.039)
427572,goal contributions per 90 (+0.582); age (+0.339); league minutes (+0.228); minutes per appearance (+0.132); assists per 90 (+0.095),league context (-0.308); minutes last season (-0.100); 3-season average minutes (-0.049); contributions/90 last season (-0.046); position: Midfield (-0.038)
428563,3-season average minutes (+0.266); age (+0.254); minutes last season (+0.117); position: Midfield (+0.078); disciplinary record (+0.028),league minutes (-0.371); minutes per appearance (-0.106); club squad rotation (-0.081); league context (-0.077); seasons of top-5 history (-0.067)
429014,goal contributions per 90 (+0.386); age (+0.358); league context (+0.343); league minutes (+0.214); minutes last season (+0.171),position: Defender (-0.022); contributions/90 last season (-0.020); seasons of top-5 history (-0.015); appearances (-0.011); change in contributions/90 (-0.006)
429259,league minutes (+0.163); age (+0.156); minutes per appearance (+0.121); height (+0.045); disciplinary record (+0.043),league context (-0.470); goal contributions per 90 (-0.261); minutes last season (-0.120); 3-season average minutes (-0.070); assists per 90 (-0.041)
429874,age (+0.629); goal contributions per 90 (+0.414); minutes last season (+0.125); assists per 90 (+0.071); goals per 90 (+0.036),league context (-0.224); minutes per appearance (-0.186); league minutes (-0.103); position: Defender (-0.056); position: Midfield (-0.047)
429983,goal contributions per 90 (+0.427); league context (+0.412); age (+0.350); league minutes (+0.185); 3-season average minutes (+0.116),club squad rotation (-0.093); position: Midfield (-0.067); position: Defender (-0.054); minutes consistency (-0.039); seasons of top-5 history (-0.031)
430280,league minutes (+0.380); age (+0.345); position: Midfield (+0.105); minutes per appearance (+0.064); goals per 90 (+0.048),club squad rotation (-0.145); minutes last season (-0.093); 3-season average minutes (-0.069); goal contributions per 90 (-0.042); height (-0.034)
431755,age (+0.422); league context (+0.367); seasons of top-5 history (+0.187); minutes last season (+0.159); league minutes (+0.156),club squad rotation (-0.062); position: Defender (-0.021); foot: left (-0.016); assists/90 last season (-0.014); appearances (-0.007)
432090,age (+0.373); position: Midfield (+0.137); assists/90 last season (+0.050); goals per 90 (+0.024); minutes last season (+0.018),league minutes (-0.182); gap since last season (-0.180); minutes per appearance (-0.104); club squad rotation (-0.085); 3-season average minutes (-0.084)
432092,age (+0.360); league minutes (+0.320); minutes per appearance (+0.188); goal contributions per 90 (+0.059); height (+0.057),club squad rotation (-0.073); 3-season average minutes (-0.067); position: Midfield (-0.066); minutes last season (-0.065); position: Defender (-0.036)
432298,league minutes (+0.563); age (+0.561); minutes per appearance (+0.108); height (+0.089); disciplinary record (+0.050),goal contributions per 90 (-0.193); club squad rotation (-0.148); minutes last season (-0.114); goals per 90 (-0.080); 3-season average minutes (-0.061)
433177,goal contributions per 90 (+0.878); age (+0.486); league context (+0.271); contributions/90 last season (+0.180); 3-season average minutes (+0.147),minutes per appearance (-0.043); position: Midfield (-0.037); position: Defender (-0.035); height (-0.026); change in assists/90 (-0.014)
433181,age (+0.395); goal contributions per 90 (+0.148); position: Midfield (+0.092); assists per 90 (+0.091); goals per 90 (+0.074),league minutes (-0.356); club squad rotation (-0.176); minutes per appearance (-0.170); minutes last season (-0.118); league context (-0.093)
433188,league context (+0.420); age (+0.363); club squad rotation (+0.129); position: Midfield (+0.127); assists per 90 (+0.080),minutes per appearance (-0.159); minutes last season (-0.077); 3-season average minutes (-0.062); league minutes (-0.053); position: Defender (-0.025)
433584,age (+0.156); position: Midfield (+0.132); goals per 90 (+0.059); minutes per appearance (+0.042); minutes consistency (+0.026),league minutes (-0.178); club squad rotation (-0.166); league context (-0.109); minutes last season (-0.088); goal contributions per 90 (-0.085)
433984,league minutes (+0.391); age (+0.126); minutes last season (+0.107); minutes per appearance (+0.082); height (+0.079),goal contributions per 90 (-0.215); club squad rotation (-0.127); 3-season average minutes (-0.082); goals per 90 (-0.076); league context (-0.060)
434116,age (+0.318); position: Midfield (+0.071); disciplinary record (+0.022); gap since last season (+0.017); appearances (+0.005),league minutes (-0.232); club squad rotation (-0.222); goal contributions per 90 (-0.185); league context (-0.176); minutes last season (-0.126)
434224,age (+0.435); league context (+0.358); league minutes (+0.302); seasons of top-5 history (+0.166); 3-season average minutes (+0.162),goal contributions per 90 (-0.159); goals per 90 (-0.049); assists per 90 (-0.033); position: Midfield (-0.031); club squad rotation (-0.016)
434433,age (+0.360); league minutes (+0.330); goal contributions per 90 (+0.154); minutes per appearance (+0.150); minutes last season (+0.143),club squad rotation (-0.160); 3-season average minutes (-0.065); position: Midfield (-0.041); position: Defender (-0.034); seasons of top-5 history (-0.031)
434675,goal contributions per 90 (+0.792); league context (+0.358); age (+0.231); contributions/90 last season (+0.181); club squad rotation (+0.132),minutes per appearance (-0.134); position: Midfield (-0.059); position: Defender (-0.047); 3-season average minutes (-0.039); seasons of top-5 history (-0.016)
434990,age (+0.114); gap since last season (+0.017); minutes consistency (+0.016); assists/90 last season (+0.015); change in assists/90 (+0.005),league minutes (-0.373); goal contributions per 90 (-0.245); height (-0.094); 3-season average minutes (-0.089); minutes per appearance (-0.072)
435228,seasons of top-5 history (+0.166); league minutes (+0.122); minutes last season (+0.085); minutes per appearance (+0.079); height (+0.065),goal contributions per 90 (-0.267); club squad rotation (-0.238); league context (-0.154); goals per 90 (-0.118); 3-season average output (-0.056)
435338,league context (+0.353); 3-season average minutes (+0.235); age (+0.206); seasons of top-5 history (+0.199); league minutes (+0.193),position: Midfield (-0.039); goal contributions per 90 (-0.022); foot: left (-0.011); assists/90 last season (-0.008); assists per 90 (-0.006)
435648,league context (+0.477); age (+0.450); minutes last season (+0.190); goal contributions per 90 (+0.067); contributions/90 last season (+0.062),league minutes (-0.226); minutes per appearance (-0.200); club squad rotation (-0.090); position: Midfield (-0.068); 3-season average minutes (-0.061)
435772,goal contributions per 90 (+0.578); age (+0.458); contributions/90 last season (+0.170); minutes last season (+0.129); position: Midfield (+0.122),club squad rotation (-0.116); minutes per appearance (-0.098); minutes consistency (-0.059); change in goals/90 (-0.058); 3-season average minutes (-0.051)
435796,age (+0.366); league minutes (+0.147); position: Defender (+0.030); club squad rotation (+0.020); gap since last season (+0.018),goal contributions per 90 (-0.253); league context (-0.158); minutes last season (-0.137); height (-0.061); 3-season average minutes (-0.057)
436064,age (+0.356); height (+0.051); position: Defender (+0.032); club squad rotation (+0.019); gap since last season (+0.017),league minutes (-0.369); minutes per appearance (-0.238); goal contributions per 90 (-0.204); league context (-0.174); minutes last season (-0.136)
438001,league context (+0.520); age (+0.166); minutes last season (+0.125); height (+0.098); position: Defender (+0.037),gap since last season (-0.271); goal contributions per 90 (-0.251); club squad rotation (-0.154); league minutes (-0.090); goals per 90 (-0.076)
441170,league minutes (+0.232); 3-season average minutes (+0.124); league context (+0.116); club squad rotation (+0.098); assists/90 last season (+0.036),gap since last season (-0.362); goal contributions per 90 (-0.209); minutes last season (-0.054); height (-0.052); position: Midfield (-0.050)
441986,age (+0.274); club squad rotation (+0.153); height (+0.081); position: Defender (+0.068); league context (+0.059),league minutes (-0.193); minutes per appearance (-0.133); minutes last season (-0.108); 3-season average minutes (-0.076); position: Midfield (-0.072)
442248,league context (+0.395); height (+0.192); minutes per appearance (+0.136); 3-season average minutes (+0.117); minutes last season (+0.075),age (-0.794); goal contributions per 90 (-0.105); 3-season average output (-0.034); club squad rotation (-0.026); position: Midfield (-0.020)
442703,minutes last season (+0.151); position: Midfield (+0.139); minutes consistency (+0.034); gap since last season (+0.028); goals per 90 (+0.028),goal contributions per 90 (-0.230); club squad rotation (-0.199); league context (-0.090); league minutes (-0.085); 3-season average minutes (-0.072)
443331,age (+0.326); league minutes (+0.149); position: Midfield (+0.078); club squad rotation (+0.047); height (+0.024),goal contributions per 90 (-0.219); league context (-0.166); 3-season average minutes (-0.046); assists per 90 (-0.046); seasons of top-5 history (-0.035)
443710,age (+0.565); league minutes (+0.169); 3-season average minutes (+0.131); minutes per appearance (+0.127); minutes last season (+0.117),league context (-0.190); height (-0.050); minutes consistency (-0.043); club squad rotation (-0.030); seasons of top-5 history (-0.030)
444523,league context (+0.374); 3-season average minutes (+0.195); league minutes (+0.190); age (+0.176); minutes last season (+0.142),goal contributions per 90 (-0.082); height (-0.048); assists per 90 (-0.043); minutes per appearance (-0.031); position: Defender (-0.020)
445126,league minutes (+0.284); age (+0.198); position: Defender (+0.082); minutes per appearance (+0.077); disciplinary record (+0.061),club squad rotation (-0.179); league context (-0.094); minutes consistency (-0.062); height (-0.061); seasons of top-5 history (-0.054)
445939,goal contributions per 90 (+1.287); age (+0.292); minutes per appearance (+0.172); goals per 90 (+0.140); league minutes (+0.137),league context (-0.204); height (-0.037); position: Defender (-0.036); appearances (-0.024); position: Midfield (-0.024)
448258,age (+0.328); 3-season average output (+0.093); position: Defender (+0.093); height (+0.085); goals/90 last season (+0.036),goal contributions per 90 (-0.113); minutes last season (-0.090); league context (-0.089); position: Midfield (-0.060); 3-season average minutes (-0.047)
448628,seasons of top-5 history (+0.119); league context (+0.114); 3-season average minutes (+0.105); club squad rotation (+0.101); position: Defender (+0.043),age (-0.351); minutes consistency (-0.128); goal contributions per 90 (-0.068); league minutes (-0.068); position: Midfield (-0.061)
448632,league minutes (+0.340); age (+0.319); minutes last season (+0.175); 3-season average minutes (+0.164); height (+0.086),league context (-0.311); goal contributions per 90 (-0.168); goals per 90 (-0.087); seasons of top-5 history (-0.052); club squad rotation (-0.048)
449796,league minutes (+0.304); league context (+0.248); height (+0.224); 3-season average minutes (+0.142); minutes per appearance (+0.131),age (-0.281); goal contributions per 90 (-0.096); goals per 90 (-0.051); position: Midfield (-0.036); disciplinary record (-0.022)
450050,league context (+0.446); goal contributions per 90 (+0.258); age (+0.223); seasons of top-5 history (+0.188); position: Midfield (+0.118),minutes per appearance (-0.145); minutes consistency (-0.061); club squad rotation (-0.056); league minutes (-0.045); minutes last season (-0.028)
450936,seasons of top-5 history (+0.323); position: Midfield (+0.092); assists/90 last season (+0.043); goals per 90 (+0.040); 3-season average output (+0.038),gap since last season (-0.287); league minutes (-0.225); league context (-0.193); 3-season average minutes (-0.074); minutes per appearance (-0.073)
451276,age (+0.431); league context (+0.357); league minutes (+0.151); club squad rotation (+0.146); position: Midfield (+0.137),minutes per appearance (-0.042); position: Defender (-0.020); assists/90 last season (-0.016); change in assists/90 (-0.012); appearances (-0.009)
451801,minutes per appearance (+0.177); club squad rotation (+0.138); age (+0.122); league context (+0.113); league minutes (+0.073),goal contributions per 90 (-0.153); 3-season average minutes (-0.074); assists per 90 (-0.045); seasons of top-5 history (-0.045); minutes consistency (-0.042)
451906,age (+0.333); league minutes (+0.135); height (+0.088); minutes per appearance (+0.056); position: Defender (+0.030),goal contributions per 90 (-0.230); minutes last season (-0.135); goals per 90 (-0.089); 3-season average minutes (-0.060); league context (-0.060)
452477,age (+0.330); goals per 90 (+0.038); club squad rotation (+0.026); gap since last season (+0.017); appearances (+0.013),league minutes (-0.211); league context (-0.188); minutes last season (-0.117); minutes per appearance (-0.110); 3-season average minutes (-0.073)
453016,age (+0.198); league minutes (+0.179); seasons of top-5 history (+0.156); 3-season average minutes (+0.129); minutes last season (+0.109),league context (-0.231); height (-0.036); goal contributions per 90 (-0.034); appearances (-0.031); position: Midfield (-0.023)
453870,age (+0.463); league minutes (+0.172); goal contributions per 90 (+0.148); minutes per appearance (+0.045); goals per 90 (+0.044),league context (-0.171); minutes last season (-0.093); 3-season average minutes (-0.060); position: Defender (-0.047); change in minutes (-0.042)
454863,age (+0.161); position: Midfield (+0.113); assists/90 last season (+0.019); appearances (+0.019); gap since last season (+0.017),goal contributions per 90 (-0.155); league minutes (-0.152); league context (-0.144); minutes per appearance (-0.113); height (-0.105)
455181,league context (+0.155); league minutes (+0.130); club squad rotation (+0.075); 3-season average output (+0.059); goal contributions per 90 (+0.046),position: Defender (-0.088); position: Midfield (-0.086); minutes last season (-0.055); change in minutes (-0.043); minutes per appearance (-0.039)
455661,goal contributions per 90 (+0.861); age (+0.513); goals per 90 (+0.093); height (+0.055); goals/90 last season (+0.018),league context (-0.153); minutes per appearance (-0.142); league minutes (-0.094); position: Midfield (-0.061); minutes last season (-0.058)
457673,league minutes (+0.163); goal contributions per 90 (+0.088); goals per 90 (+0.035); 3-season average output (+0.023); height (+0.022),club squad rotation (-0.135); minutes last season (-0.120); position: Defender (-0.113); position: Midfield (-0.085); minutes consistency (-0.075)
459128,goal contributions per 90 (+0.450); age (+0.233); minutes last season (+0.102); position: Midfield (+0.063); goals per 90 (+0.040),league minutes (-0.442); minutes per appearance (-0.265); club squad rotation (-0.177); 3-season average minutes (-0.065); league context (-0.051)
459463,age (+0.249); seasons of top-5 history (+0.232); goal contributions per 90 (+0.190); goals per 90 (+0.082); minutes per appearance (+0.071),league minutes (-0.260); gap since last season (-0.260); club squad rotation (-0.165); league context (-0.083); 3-season average minutes (-0.077)
459658,age (+0.389); minutes last season (+0.155); 3-season average minutes (+0.143); league minutes (+0.136); seasons of top-5 history (+0.063),club squad rotation (-0.126); minutes per appearance (-0.097); height (-0.056); position: Midfield (-0.041); league context (-0.041)
459665,age (+0.314); position: Midfield (+0.104); goals per 90 (+0.045); gap since last season (+0.018); minutes consistency (+0.010),goal contributions per 90 (-0.255); league minutes (-0.208); club squad rotation (-0.120); minutes last season (-0.116); league context (-0.106)
459763,league minutes (+0.406); age (+0.392); 3-season average minutes (+0.162); minutes last season (+0.137); height (+0.107),club squad rotation (-0.205); goal contributions per 90 (-0.168); goals per 90 (-0.117); seasons of top-5 history (-0.045); position: Midfield (-0.035)
460245,age (+0.229); height (+0.099); minutes per appearance (+0.097); seasons of top-5 history (+0.080); appearances (+0.076),goal contributions per 90 (-0.261); league minutes (-0.176); goals per 90 (-0.061); league context (-0.056); 3-season average minutes (-0.052)
460651,minutes last season (+0.135); position: Midfield (+0.125); league minutes (+0.109); age (+0.089); height (+0.041),goal contributions per 90 (-0.144); club squad rotation (-0.105); 3-season average minutes (-0.084); league context (-0.078); minutes per appearance (-0.065)
460939,league minutes (+0.295); goal contributions per 90 (+0.185); age (+0.181); minutes per appearance (+0.154); minutes last season (+0.117),club squad rotation (-0.182); 3-season average minutes (-0.076); height (-0.069); seasons of top-5 history (-0.035); 3-season average output (-0.024)
461019,age (+0.239); minutes last season (+0.106); goals per 90 (+0.064); position: Defender (+0.056); gap since last season (+0.019),club squad rotation (-0.196); league minutes (-0.196); goal contributions per 90 (-0.073); minutes consistency (-0.071); seasons of top-5 history (-0.059)
461607,goal contributions per 90 (+0.378); age (+0.243); goals per 90 (+0.080); club squad rotation (+0.023); minutes consistency (+0.017),league context (-0.314); league minutes (-0.121); minutes per appearance (-0.107); minutes last season (-0.085); 3-season average minutes (-0.066)
461843,age (+0.122); height (+0.044); position: Defender (+0.030); gap since last season (+0.019); minutes consistency (+0.015),league minutes (-0.377); goal contributions per 90 (-0.242); disciplinary record (-0.134); minutes last season (-0.099); 3-season average minutes (-0.092)
461883,league context (+0.409); age (+0.397); league minutes (+0.349); minutes last season (+0.124); minutes per appearance (+0.101),goal contributions per 90 (-0.207); 3-season average minutes (-0.059); goals per 90 (-0.043); disciplinary record (-0.030); seasons of top-5 history (-0.025)
462250,seasons of top-5 history (+0.230); age (+0.219); 3-season average output (+0.106); contributions/90 last season (+0.063); goal contributions per 90 (+0.061),league minutes (-0.299); minutes per appearance (-0.229); club squad rotation (-0.106); 3-season average minutes (-0.080); position: Defender (-0.063)
462348,goal contributions per 90 (+0.125); 3-season average minutes (+0.113); minutes last season (+0.086); age (+0.063); 3-season average output (+0.056),league context (-0.283); minutes per appearance (-0.236); league minutes (-0.158); position: Defender (-0.057); seasons of top-5 history (-0.053)
462823,age (+0.398); league minutes (+0.174); league context (+0.113); club squad rotation (+0.092); goals per 90 (+0.027),minutes last season (-0.132); minutes per appearance (-0.128); 3-season average minutes (-0.076); position: Midfield (-0.053); position: Defender (-0.048)
463600,age (+0.550); league minutes (+0.313); minutes last season (+0.205); 3-season average minutes (+0.139); height (+0.114),league context (-0.435); goal contributions per 90 (-0.166); goals per 90 (-0.088); club squad rotation (-0.027); seasons of top-5 history (-0.027)
463605,age (+0.436); league minutes (+0.117); minutes per appearance (+0.111); 3-season average minutes (+0.058); seasons of top-5 history (+0.037),league context (-0.457); goal contributions per 90 (-0.081); minutes consistency (-0.063); club squad rotation (-0.057); assists per 90 (-0.046)
463613,age (+0.350); goal contributions per 90 (+0.139); league minutes (+0.125); assists/90 last season (+0.071); contributions/90 last season (+0.066),league context (-0.414); minutes last season (-0.137); 3-season average minutes (-0.062); position: Defender (-0.059); club squad rotation (-0.053)
463618,age (+0.487); position: Midfield (+0.177); minutes last season (+0.165); 3-season average minutes (+0.162); league minutes (+0.148),minutes per appearance (-0.095); club squad rotation (-0.050); league context (-0.023); position: Defender (-0.021); assists/90 last season (-0.021)
463665,age (+0.167); minutes per appearance (+0.135); height (+0.077); goals per 90 (+0.050); position: Defender (+0.038),club squad rotation (-0.210); league minutes (-0.140); league context (-0.136); minutes last season (-0.114); goal contributions per 90 (-0.091)
464598,goal contributions per 90 (+0.363); age (+0.247); goals per 90 (+0.080); minutes consistency (+0.019); gap since last season (+0.017),club squad rotation (-0.168); league minutes (-0.166); minutes per appearance (-0.138); minutes last season (-0.106); league context (-0.101)
465555,league minutes (+0.246); age (+0.195); minutes last season (+0.101); height (+0.095); minutes per appearance (+0.066),league context (-0.383); goal contributions per 90 (-0.216); 3-season average minutes (-0.071); goals per 90 (-0.061); position: Midfield (-0.043)
465830,league minutes (+0.347); age (+0.327); seasons of top-5 history (+0.253); 3-season average minutes (+0.188); minutes last season (+0.125),goal contributions per 90 (-0.136); goals per 90 (-0.058); minutes consistency (-0.036); height (-0.032); disciplinary record (-0.018)
465955,league minutes (+0.401); height (+0.257); age (+0.223); minutes last season (+0.165); disciplinary record (+0.089),league context (-0.321); goal contributions per 90 (-0.176); 3-season average minutes (-0.058); goals per 90 (-0.052); seasons of top-5 history (-0.040)
465967,position: Midfield (+0.123); minutes last season (+0.108); 3-season average minutes (+0.064); league context (+0.060); seasons of top-5 history (+0.049),goal contributions per 90 (-0.203); minutes consistency (-0.122); height (-0.098); minutes per appearance (-0.063); goals per 90 (-0.062)
466794,age (+0.505); 3-season average minutes (+0.172); minutes last season (+0.127); seasons of top-5 history (+0.095); position: Defender (+0.065),league minutes (-0.166); minutes per appearance (-0.123); position: Midfield (-0.043); goal contributions per 90 (-0.043); height (-0.040)
466801,age (+0.390); position: Midfield (+0.117); league minutes (+0.071); height (+0.045); appearances (+0.022),club squad rotation (-0.273); goal contributions per 90 (-0.207); minutes last season (-0.158); league context (-0.137); goals per 90 (-0.077)
466802,age (+0.279); position: Midfield (+0.109); height (+0.062); goals per 90 (+0.054); disciplinary record (+0.025),league minutes (-0.276); club squad rotation (-0.225); goal contributions per 90 (-0.177); minutes last season (-0.127); league context (-0.092)
467434,age (+0.611); minutes last season (+0.220); position: Midfield (+0.079); disciplinary record (+0.042); club squad rotation (+0.041),league context (-0.143); goal contributions per 90 (-0.065); minutes per appearance (-0.062); 3-season average minutes (-0.055); height (-0.052)
467632,age (+0.329); league minutes (+0.240); minutes last season (+0.129); minutes per appearance (+0.073); position: Midfield (+0.069),league context (-0.452); goal contributions per 90 (-0.132); 3-season average minutes (-0.063); height (-0.058); club squad rotation (-0.039)
467992,age (+0.616); league minutes (+0.247); minutes last season (+0.175); 3-season average minutes (+0.140); minutes per appearance (+0.084),goal contributions per 90 (-0.190); club squad rotation (-0.170); height (-0.083); goals per 90 (-0.053); assists per 90 (-0.033)
468002,league context (+0.509); age (+0.281); position: Defender (+0.044); goals per 90 (+0.039); minutes consistency (+0.010),gap since last season (-0.329); league minutes (-0.260); club squad rotation (-0.118); minutes per appearance (-0.086); 3-season average minutes (-0.072)
468066,league context (+0.643); age (+0.218); position: Midfield (+0.111); league minutes (+0.059); height (+0.039),goal contributions per 90 (-0.202); club squad rotation (-0.113); minutes last season (-0.110); 3-season average minutes (-0.089); seasons of top-5 history (-0.044)
468198,league context (+0.563); league minutes (+0.081); position: Midfield (+0.072); disciplinary record (+0.047); goals per 90 (+0.044),gap since last season (-0.195); goal contributions per 90 (-0.160); club squad rotation (-0.108); minutes per appearance (-0.074); 3-season average minutes (-0.061)
468309,age (+0.247); minutes per appearance (+0.060); position: Defender (+0.023); minutes consistency (+0.008); change in contributions/90 (+0.003),goal contributions per 90 (-0.322); club squad rotation (-0.281); gap since last season (-0.138); league minutes (-0.106); minutes last season (-0.106)
469050,age (+0.573); league context (+0.388); league minutes (+0.308); minutes last season (+0.141); height (+0.128),position: Midfield (-0.055); goal contributions per 90 (-0.054); club squad rotation (-0.042); contributions/90 last season (-0.019); assists/90 last season (-0.014)
469211,age (+0.400); league minutes (+0.187); minutes last season (+0.112); position: Defender (+0.049); goals per 90 (+0.039),club squad rotation (-0.195); minutes per appearance (-0.084); 3-season average minutes (-0.072); goal contributions per 90 (-0.057); position: Midfield (-0.051)
469669,league minutes (+0.131); position: Midfield (+0.111); league context (+0.107); club squad rotation (+0.084); 3-season average minutes (+0.015),gap since last season (-0.330); goal contributions per 90 (-0.258); disciplinary record (-0.091); minutes last season (-0.080); height (-0.060)
469709,age (+0.234); minutes per appearance (+0.132); height (+0.088); goals per 90 (+0.070); position: Defender (+0.037),league minutes (-0.206); goal contributions per 90 (-0.151); league context (-0.115); minutes last season (-0.095); 3-season average minutes (-0.072)
469781,league context (+0.449); 3-season average minutes (+0.190); minutes last season (+0.116); goals/90 last season (+0.064); 3-season average output (+0.063),league minutes (-0.321); goal contributions per 90 (-0.230); goals per 90 (-0.068); minutes per appearance (-0.053); seasons of top-5 history (-0.052)
469822,goal contributions per 90 (+0.529); assists per 90 (+0.118); league context (+0.116); age (+0.100); club squad rotation (+0.062),minutes per appearance (-0.211); league minutes (-0.210); position: Midfield (-0.053); minutes last season (-0.053); contributions/90 last season (-0.051)
469976,minutes last season (+0.120); minutes per appearance (+0.079); position: Defender (+0.053); assists/90 last season (+0.040); goals/90 last season (+0.039),league minutes (-0.288); league context (-0.238); goals per 90 (-0.086); goal contributions per 90 (-0.067); 3-season average minutes (-0.063)
470607,age (+0.509); goal contributions per 90 (+0.473); league context (+0.350); league minutes (+0.145); 3-season average minutes (+0.145),club squad rotation (-0.076); minutes per appearance (-0.071); position: Midfield (-0.050); position: Defender (-0.043); seasons of top-5 history (-0.024)
470794,age (+0.544); 3-season average minutes (+0.241); seasons of top-5 history (+0.210); minutes last season (+0.152); position: Midfield (+0.061),league minutes (-0.426); club squad rotation (-0.149); goal contributions per 90 (-0.141); minutes per appearance (-0.114); league context (-0.114)
471055,goal contributions per 90 (+0.309); age (+0.261); league minutes (+0.149); assists per 90 (+0.073); height (+0.059),league context (-0.217); position: Midfield (-0.094); appearances (-0.062); position: Defender (-0.062); 3-season average minutes (-0.058)
471890,age (+0.297); position: Defender (+0.046); appearances (+0.031); gap since last season (+0.017); goals per 90 (+0.016),league minutes (-0.276); league context (-0.134); minutes last season (-0.117); minutes per appearance (-0.091); 3-season average minutes (-0.076)
472423,age (+0.424); league context (+0.411); seasons of top-5 history (+0.251); 3-season average minutes (+0.185); position: Defender (+0.081),league minutes (-0.229); gap since last season (-0.156); minutes per appearance (-0.077); height (-0.050); minutes consistency (-0.027)
473050,age (+0.509); league context (+0.399); goal contributions per 90 (+0.313); league minutes (+0.153); goals per 90 (+0.083),gap since last season (-0.201); minutes per appearance (-0.108); minutes last season (-0.095); 3-season average minutes (-0.063); position: Midfield (-0.040)
474662,age (+0.145); minutes last season (+0.122); league minutes (+0.109); position: Midfield (+0.078); seasons of top-5 history (+0.040),league context (-0.327); goal contributions per 90 (-0.234); height (-0.086); assists per 90 (-0.058); minutes consistency (-0.035)
474800,age (+0.363); seasons of top-5 history (+0.332); 3-season average minutes (+0.205); league minutes (+0.136); minutes last season (+0.130),goal contributions per 90 (-0.208); league context (-0.187); goals per 90 (-0.106); disciplinary record (-0.058); assists per 90 (-0.019)
475411,age (+0.521); league context (+0.404); 3-season average minutes (+0.150); seasons of top-5 history (+0.109); minutes per appearance (+0.051),league minutes (-0.214); gap since last season (-0.202); goal contributions per 90 (-0.191); disciplinary record (-0.157); goals per 90 (-0.083)
475416,age (+0.117); assists per 90 (+0.087); club squad rotation (+0.029); goals per 90 (+0.020); minutes consistency (+0.019),league context (-0.323); league minutes (-0.210); minutes per appearance (-0.117); minutes last season (-0.076); 3-season average minutes (-0.071)
475959,age (+0.602); league context (+0.353); league minutes (+0.317); 3-season average minutes (+0.159); minutes last season (+0.136),goal contributions per 90 (-0.112); club squad rotation (-0.031); height (-0.023); assists per 90 (-0.020); assists/90 last season (-0.014)
